onset	duration	trial_type	response_time	feedback_onset	correct/incorrect
0.7007695184620001	2.5	C	0.6667649707159999	1.7007646887799999	1.0
3.21738436169	2.5	B	0.7167569564740001	4.2173846635400025	1.0
5.717357647540001	2.5	A	0.416701203885	6.7173283676199995	1.0
8.21729833307	2.5	B	0.483433151687	9.21728897557	0.0
10.7172704115	2.5	A	0.600084338235	11.717241131600002	1.0
13.2172059655	2.5	C	0.416805041939	14.217189061600001	1.0
15.7171852884	2.5	C	0.6667459538620001	16.717158121500002	1.0
18.217140463	2.5	B	0.516729849911	19.2171323129	1.0
20.7170874875	2.5	A	0.450078195488	21.7170796393	1.0
23.2170360212	2.5	C	0.48341202185099996	24.2170254563	1.0
25.7169945162	2.5	B	0.5500703170800001	26.7169839513	1.0
28.2169336925	2.5	BL	0.700146188283	29.216799367100002	1.0
30.7167509194	2.5	BL	0.7000951748199999	31.716756050900003	1.0
33.2167079051	2.5	A	0.7333879489309999	34.216694321599995	1.0
35.7166630796	2.5	A	0.583442780855	36.7166419498	1.0
38.216618556	2.5	C	0.533425137444	39.2166079911	1.0
40.716559241599995	2.5	B	0.533458945181	41.7165456581	1.0
43.216533433	2.5	A	0.616733140127	44.216505662299994	1.0
45.7164985688	2.5	C	0.43344056222499994	46.7164744204	1.0
48.216439858	2.5	B	0.500124816961	49.2164199356	1.0
50.7163663564	2.5	C	0.60007286775	51.7163850713	1.0
53.2163535275	2.5	BL	0.7001232473190001	54.2163568479	1.0
55.7162845537	2.5	A	0.650107113179	56.7162884778	1.0
58.216263574799996	2.5	B	0.500118779866	59.2162545191	1.0
60.7162208623	2.5	C	0.43344780673600003	61.7162078826	1.0
63.216177244300006	2.5	BL	0.7001196250599999	64.2161727165	1.0
65.7161260799	2.5	BL	0.7667921074609999	66.7161369467	1.0
68.2160888009	2.5	A	0.633384658711	69.2160725007	1.0
70.71602284560001	2.5	BL	0.633511739587	71.7160391457	1.0
73.2160018667	2.5	B	0.616753666254	74.215990698	0.0
75.7159585505	2.5	BL	0.633444425966	76.71596307829998	1.0
78.21591795100001	2.5	BL	0.633439596288	79.2159022546	1.0
80.715874333	2.5	BL	0.7335237835899999	81.7158776534	1.0
83.2158283002	2.5	A	0.666757726201	84.2158192445	1.0
85.7157867951	2.5	C	0.550088126511	86.7157750228	1.0
88.21573110290001	2.5	B	0.433439958513	89.2157250658	1.0
90.715697748	2.5	A	0.6167252919	91.7156862775	0.0
93.2156662041	2.5	C	0.45004831186099997	94.21562756670001	1.0
95.71560960629999	2.5	B	0.550097182153	96.71558968389999	1.0
98.2155723273	2.5	C	0.566746889614	99.2155379158	1.0
100.7154946	2.5	BL	0.633476422576	101.715526294	1.0
103.215476639	2.5	A	0.7001232473160001	104.215468791	1.0
105.715424267	2.5	B	0.716771445503	106.715413401	1.0
108.232055713	2.5	C	0.45014822580200003	109.23204212899999	1.0
110.732018736	2.5	B	0.666754405796	111.73199368200001	1.0
113.231985381	2.5	BL	0.666727238862	114.23196032700001	1.0
115.731913086	2.5	A	0.80015823229	116.731905238	1.0
118.231878826	2.5	B	0.750089877271	119.231882146	1.0
120.73182615200001	2.5	C	0.41677395089599995	121.73184215	1.0
123.231805173	2.5	A	0.550066996671	124.231779516	1.0
125.731743444	2.5	A	0.7333855340909999	126.73172503100001	0.0
128.23170073100002	2.5	B	0.750073275256	129.231666018	1.0
130.73167552700002	2.5	C	0.7000942692540001	131.731650171	1.0
133.231769856	2.5	BL	0.699981375557	134.231613797	1.0
135.73156052	2.5	BL	0.633484572656	136.73156323700002	1.0
138.231531089	2.5	BL	0.70015162167	139.231530184	0.0
140.731486565	2.5	C	0.650049157055	141.731466643	1.0
143.231421516	2.5	BL	0.66677463007	144.23143479700002	1.0
145.731409291	2.5	B	0.9333782292049999	146.731387255	1.0
148.231343034	2.5	A	0.7167430711489999	149.23135782399999	1.0
150.731326884	2.5	A	0.7000939674	151.731302132	1.0
153.231265155	2.5	C	0.616708388032	154.231252779	1.0
155.73122365	2.5	B	0.850125164096	156.73122848	1.0
158.231180636	2.5	BL	0.733475486824	159.231180938	1.0
160.731129773	2.5	C	0.600073773316	161.73112766	1.0
163.231099739	2.5	A	0.633438087014	164.231075288	1.0
165.731066384	2.5	B	0.700077365389	166.731016276	1.0
168.231006767	2.5	C	0.6500932278580001	169.230996202	1.0
170.730991825	2.5	B	0.583406256424	171.730968281	1.0
173.23090081599997	2.5	BL	0.666791232085	174.230936737	1.0
175.73089372299995	2.5	A	0.666737501928	176.73088195	1.0
178.230851312	2.5	B	0.666709731286	179.23083621900003	1.0
180.73080709	2.5	A	0.766724793841	181.730780527	1.0
183.230921946	2.5	C	0.450143094273	184.230908966	1.0
185.730879535	2.5	B	0.633416957178	186.730838785	1.0
188.23083803	2.5	A	0.583447308676	189.23083561599998	1.0
190.730792601	2.5	C	0.566775867672	191.730781433	1.0
193.230748681	2.5	A	0.500089198096	194.23073479599998	1.0
195.73070264900002	2.5	B	0.700059857809	196.730666124	1.0
198.23066023799998	2.5	C	0.616730121579	199.230654201	1.0
200.73061843099998	2.5	C	0.55006337442	201.730606055	1.0
203.230575417	2.5	B	0.600088866053	204.23057209599997	1.0
205.73053089299998	2.5	A	0.450065215729	206.730511273	1.0
208.230466145	2.5	B	0.4167443691260001	209.230488181	1.0
210.73044577	2.5	BL	0.699959038302	211.73026163900002	1.0
213.23022828400002	2.5	A	0.6667263333	214.23021469999998	1.0
215.73015448	2.5	C	0.5000934240630001	216.73017168599998	1.0
218.23014044400003	2.5	B	0.466760503263	219.230122333	1.0
220.73009410900002	2.5	BL	0.6668168897410001	221.730099543	1.0
223.23007162099998	2.5	BL	0.700121738046	224.23005230200002	0.0
225.730010495	2.5	BL	0.700137434495	226.73000838299998	1.0
228.229966877	2.5	BL	0.6667634614419999	229.22998257400002	1.0
230.729936843	2.5	BL	0.7333942878829999	231.72991390200002	0.0
233.229890206	2.5	C	0.650083870358	234.229868775	1.0
235.72983542	2.5	A	0.5834083694100001	236.729818214	1.0
238.2297915	2.5	A	0.533450191389	239.22978244400002	1.0
240.729740034	2.5	BL	0.666795156198	241.729762975	1.0
243.229704867	2.5	B	0.7667253975489999	244.229709697	0.0
245.729634686	2.5	C	0.583433121501	246.729650081	1.0
248.229629404	2.5	B	0.666713353545	249.229606765	1.0
250.729751504	2.5	C	0.6167156325500001	251.729725243	1.0
253.22970305599998	2.5	A	0.500074105355	254.229693397	1.0
255.729663061	2.5	B	0.7002536485959999	256.729651288	1.0
258.229619744	2.5	BL	0.833308832785	259.229447687	0.0
260.729401654	2.5	BL	0.8001452525309999	261.729423388	1.0
263.22937494	2.5	A	0.616713519565	264.22934415099996	1.0
265.729287553	2.5	C	0.4668223835	266.729295401	1.0
268.229244237	2.5	C	0.500161341395	269.229245746	0.0
270.729225673	2.5	A	0.650113753985	271.729216617	1.0
273.229199563	2.5	B	0.766711814082	274.22918929900004	1.0
275.729132098	2.5	C	0.583415010213	276.72913028700003	1.0
278.229089687	2.5	A	0.5167376981340001	279.22908365	1.0
280.729050899	2.5	B	0.6834104522059999	281.729041542	1.0
283.22902509	2.5	A	0.716692057686	284.228980416	1.0
285.728980567	2.5	B	0.733365007964	286.728947363	1.0
288.228922762	2.5	C	0.5667311931610001	289.22890525400004	1.0
290.728877634	2.5	BL	0.80015249705	291.728880955	1.0
293.228813188	2.5	BL	0.700163997717	294.22884699599996	1.0
295.728769269	2.5	BL	0.666822021274	296.728785569	0.0
298.22874678	2.5	C	0.683451202603	299.228730782	1.0
300.72869772900003	2.5	B	0.48338998645000003	301.728693503	1.0
303.228660148	2.5	A	0.5000949333370001	304.228648979	1.0
305.72862136	2.5	BL	n/a	306.728638565	n/a
308.228573516	2.5	BL	0.6334616316889999	309.228583175	1.0
310.72852265299997	2.5	B	0.716747297116	311.728533218	0.0
313.228471791	2.5	C	0.516740112973	314.228477224	1.0
315.72846137700003	2.5	A	0.716731902525	316.728412174	1.0
318.228422286	2.5	A	0.633444425963	319.228371273	1.0
320.72834938799997	2.5	BL	0.766833159716	321.728374744	0.0
323.228313921	2.5	C	0.600079206703	324.228303657	1.0
325.728285395	2.5	BL	0.8000963520540001	326.728269095	1.0
328.228243588	2.5	B	0.616693295291	329.22821008200003	1.0
330.72817974599997	2.5	A	0.666761952169	331.728173407	1.0
333.228142769	2.5	C	0.716762691714	334.228129185	1.0
335.72825370099997	2.5	B	0.566822655172	336.72827120799997	0.0
338.22821461	2.5	BL	0.899923359062	339.228050703	1.0
340.728011613	2.5	C	0.6501131502740001	341.727998331	1.0
343.22796075	2.5	A	0.5167379999880001	344.227958336	1.0
345.72792981	2.5	B	0.550218829645	346.727930716	1.0
348.2278726090001	2.5	A	0.6334459352399999	349.22786989199994	1.0
350.727836537	2.5	C	0.5834298011	351.727842272	1.0
353.227799258	2.5	BL	0.700147093848	354.22779956	1.0
355.72775262199997	2.5	BL	0.633431144353	356.727753829	1.0
358.227699042	2.5	B	0.716718319054	359.227687572	0.0
360.72765844300005	2.5	C	0.666768592975	361.727652406	1.0
363.22761241	2.5	B	0.4667632199600001	364.227603354	1.0
365.727595657	2.5	BL	0.666784591278	366.72758147	1.0
368.22752396699997	2.5	A	0.6501028872119999	369.227525476	1.0
370.72750932699995	2.5	B	0.700108758287	371.72751264699997	1.0
373.227438843	2.5	A	0.6834907455850001	374.227453332	1.0
375.727422392	2.5	BL	0.700146791991	376.727405187	1.0
378.227361267	2.5	C	0.650091114876	379.227349796	1.0
380.72733606199995	2.5	B	0.5333861981710001	381.727323686	1.0
383.227275238	2.5	A	0.583443082709	384.227237506	1.0
385.72724761800004	2.5	C	0.41678783622000004	386.72722950699995	1.0
388.227204906	2.5	BL	0.900069154934	389.22718649300003	0.0
390.727147403	2.5	C	0.683424337527	391.72713593199995	1.0
393.22710469	2.5	BL	0.766767053516	394.227110425	1.0
395.727048394	2.5	A	0.583423462147	396.727064091	1.0
398.227006889	2.5	B	0.716726770992	399.226993004	1.0
