onset	duration	trial_type	response_time	feedback_onset	correct/incorrect
0.713054570835	2.5	C	0.500065502871	1.71305125042	0
3.2296744899900003	2.5	B	0.616744525527	4.22968565868	0
5.7296633213	2.5	A	0.433419201465	6.729657284169999	1
8.22962981522	2.5	C	0.366761731348	9.22962890966	1
10.7296252874	2.5	BL	0.533474078984	11.7294480976	1
13.229431193599998	2.5	A	0.450138129556	14.229430288	1
15.7294016117	2.5	B	0.350097439295	16.7293895374	1
18.2293638796	2.5	C	0.350148151192	19.2293672	1
20.7293415422	2.5	B	0.466781291645	21.7293300717	0
23.2293050176	2.5	A	0.40014646078599997	24.2293107529	1
25.7292823784	2.5	C	0.4000972581710001	26.7292787561	1
28.2292552113	2.5	BL	0.533485247681	29.2292690967	1
30.72921295130001	2.5	A	0.4667933659220001	31.729242231399997	1
33.229200273400004	2.5	BL	0.600137586211	34.2291761248	1
35.7291495615	2.5	B	0.566827113478	36.7291598246	0
38.229126922199995	2.5	BL	0.533484945816	39.2291495615	1
40.729107905300005	2.5	C	0.500050711911	41.7290928124	1
43.2290762103	2.5	A	0.450138431406	44.2290602119	1
45.729039082	2.5	B	0.500067917717	46.7290414968	1
48.229019159399996	2.5	C	0.416736194282	49.2290101038	1
50.7289874645	2.5	BL	0.6334879040079999	51.7289989351	1
53.228948826899995	2.5	A	0.41677181336900004	54.22896422149999	1
55.7289192449	2.5	B	0.5667842498510001	56.7289141134	1
58.228897813100005	2.5	A	0.466739333599	59.2288848333	1
60.7288576662	2.5	B	0.48342747234	61.7288564588	1
63.2288283861	2.5	C	0.466787932513	64.2288208397	1
65.72880906729999	2.5	A	0.466785215787	66.72879488	1
68.2287788816	2.5	C	0.43338690280500003	69.2287743538	1
70.7287411496	2.5	B	0.63341123244	71.7287453756	1
73.2287200196	2.5	BL	0.600145132616	74.2287239437	1
75.7286910414	2.5	BL	0.533485851382	76.7286985878	1
78.2286614594	2.5	A	0.45015684465800004	79.22865481859999	1
80.7286376128	2.5	B	0.433406825337	81.7286264441	1
83.2285859953	2.5	C	0.550105468676	84.2285862972	1
85.7285642616	2.5	C	0.500058560181	86.7285597338	1
88.2285313593	2.5	A	0.43340320306	89.2285337741	1
90.7285114367	2.5	B	0.466801516042	91.7285063052	1
93.2284830622	2.5	C	0.433396562221	94.2284676675	1
95.7284516692	2.5	B	0.53342698935	96.72844834870001	1
98.2284229928	2.5	BL	0.633470094472	99.2284374819	1
100.728384959	2.5	BL	0.533554674679	101.728397335	1
103.228354471	2.5	A	0.500102933089	104.228330021	1
105.728326701	2.5	C	0.433415881038	106.72832821	1
108.22829530700001	2.5	B	0.550093092563	109.228299533	1
110.72827266799999	2.5	A	0.500063088009	111.72824731200001	1
113.228235842	2.5	C	0.450155335377	114.22823252100001	1
115.728186941	2.5	A	0.433424031158	116.728187243	1
118.22817577200001	2.5	BL	0.533497925644	119.22818996	1
120.728156755	2.5	B	0.583409602419	121.728155246	0
123.228098799	2.5	C	0.483476674941	124.22812204200001	1
125.728090649	2.5	A	0.516821257464	126.728084612	1
128.228067104	2.5	B	0.600083855752	129.228054426	1
130.728054426	2.5	BL	0.6000841576020001	131.72805503	1
133.228009147	2.5	C	0.6000917040070001	134.227998884	1
135.727972321	2.5	A	0.633426023414	136.727968397	1
138.227940626	2.5	B	0.48348059906900004	139.227940626	1
140.727914365	2.5	A	0.5168137110600001	141.727919496	1
143.227895951	2.5	B	0.5500792071689999	144.227889009	1
145.72786365299999	2.5	C	0.6000533682379999	146.727852484	1
148.22783618399998	2.5	BL	0.566762214323	149.22784191899999	1
150.727783057	2.5	BL	0.633501487551	151.727824411	1
153.227771285	2.5	A	0.5500786034390001	154.22776313399999	1
155.727745929	2.5	C	0.5334248763539999	156.72772661	1
158.227719365	2.5	B	0.633469792607	159.227702763	1
160.72767257700002	2.5	BL	0.733447394858	161.727676502	1
163.227658692	2.5	A	0.5667205581270001	164.22765657899998	1
165.727631223	2.5	BL	0.633477037161	166.72764692	1
168.22759439700002	2.5	BL	0.600146943762	169.227600736	1
170.727556966	2.5	BL	0.700246496039	171.727578398	0
173.227541572	2.5	B	0.550107581672	174.22753010099999	1
175.727513801	2.5	BL	0.533508188761	176.727519536	1
178.227483313	2.5	C	0.550081320165	179.22747969099998	1
180.72744739200002	2.5	BL	0.666798074875	181.727461278	1
183.227418112	2.5	A	0.583440391783	184.22741781099998	1
185.727400303	2.5	B	0.583422884112	186.72739426599998	1
188.22737072099997	2.5	C	0.600090496591	189.227358948	1
190.727331178	2.5	A	0.533431819058	191.727319405	1
193.227311255	2.5	B	0.516750924886	194.227296766	1
195.727273221	2.5	C	0.55007105702	196.72727805099998	1
198.227252997	2.5	B	0.533422461507	199.227240017	0
200.72722764099998	2.5	BL	0.7334377354420001	201.727236998	0
203.227198965	2.5	A	0.51674217105	204.227209228	1
205.727152177	2.5	C	0.5000618805929999	206.727155195	1
208.22714010200002	2.5	B	0.6834850061859999	209.227149762	1
210.727101465	2.5	A	0.566788173979	211.727105087	1
213.227080033	2.5	C	0.433388713951	214.227075807	1
215.72706977	2.5	BL	0.733416605493	216.72706162	1
218.227012417	2.5	C	0.4834332075990001	219.227031736	1
220.726985552	2.5	B	0.566826811628	221.72698313700002	0
223.226963818	2.5	A	0.51674881189	224.226952951	1
225.726936651	2.5	BL	0.633488507723	226.72695114	1
228.226901032	2.5	B	0.466776461952	229.226920351	1
230.726871148	2.5	A	0.516810088768	231.72687446900002	1
233.22684186799998	2.5	C	0.500110177643	234.226849415	1
